date,facebook_ad_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,cost_per_facebook_ad,facebook_click_through_rate_clicks_view,facebook_conversion_rate_conversions_clicks,facebook_cost_per_click_ad_cost_clicks,adwords_ad_campaign,adwords_ad_views,adwords_ad_clicks,adwords_ad_conversions,cost_per_adwords_ad,adwords_click_through_rate_clicks_view,adwords_conversion_rate_conversions_click,adwords_cost_per_click_ad_cost_clicks
2019-08-31,FB_Aug19,3186,63,15,98.0,0.019799999999999998,0.2316,1.54,AW_Aug19,5565,81,6,174.0,0.0146,0.0747,2.15
2019-09-01,FB_Sep19,1764,42,10,107.0,0.0236,0.248,2.58,AW_Sep19,4179,80,9,92.0,0.0191,0.1125,1.15
2019-09-02,FB_Sep19,3175,51,13,93.0,0.016,0.2589,1.83,AW_Sep19,4322,48,7,164.0,0.011200000000000002,0.1533,3.39
2019-09-03,FB_Sep19,2836,29,7,131.0,0.0102,0.2347,4.55,AW_Sep19,3820,74,8,87.0,0.0194,0.1039,1.17
2019-09-04,FB_Sep19,1227,63,18,136.0,0.0512,0.2796,2.16,AW_Sep19,4276,53,7,144.0,0.0124,0.1253,2.71
2019-09-05,FB_Sep19,2160,33,11,79.0,0.0151,0.32270000000000004,2.42,AW_Sep19,4407,52,5,151.0,0.011699999999999999,0.0888,2.93
2019-09-06,FB_Sep19,2241,56,15,43.0,0.025099999999999997,0.271,0.76,AW_Sep19,4311,82,7,175.0,0.019,0.0866,2.14
2019-09-07,FB_Sep19,2122,54,16,59.0,0.0255,0.2923,1.09,AW_Sep19,5480,57,4,89.0,0.0104,0.0675,1.55
2019-09-08,FB_Sep19,2589,37,11,48.0,0.014199999999999999,0.30870000000000003,1.3,AW_Sep19,5678,48,3,148.0,0.0084,0.071,3.1
2019-09-09,FB_Sep19,3038,60,13,64.0,0.019799999999999998,0.21660000000000001,1.07,AW_Sep19,4637,80,9,125.0,0.0172,0.1127,1.57
2019-09-10,FB_Sep19,3091,56,15,43.0,0.0182,0.2713,0.76,AW_Sep19,5245,45,7,140.0,0.0085,0.16190000000000002,3.14
2019-09-11,FB_Sep19,1970,65,18,120.0,0.0327,0.2775,1.86,AW_Sep19,4046,56,8,153.0,0.0137,0.1401,2.76
2019-09-12,FB_Sep19,2874,33,9,60.0,0.011399999999999999,0.2612,1.82,AW_Sep19,3804,44,6,112.0,0.0116,0.1407,2.55
2019-09-13,FB_Sep19,1478,40,9,130.0,0.027200000000000002,0.2249,3.23,AW_Sep19,4080,70,4,124.0,0.017,0.0644,1.78
2019-09-14,FB_Sep19,1534,44,12,72.0,0.028900000000000002,0.2677,1.63,AW_Sep19,4955,64,5,178.0,0.0129,0.08130000000000001,2.78
2019-09-15,FB_Sep19,2764,30,10,128.0,0.011000000000000001,0.332,4.23,AW_Sep19,5355,65,4,78.0,0.0121,0.0654,1.2
2019-09-16,FB_Sep19,1667,43,13,107.0,0.0259,0.2928,2.47,AW_Sep19,4012,61,8,136.0,0.015300000000000001,0.1317,2.21
2019-09-17,FB_Sep19,2563,56,14,66.0,0.0217,0.2539,1.18,AW_Sep19,5225,84,5,192.0,0.016,0.061900000000000004,2.29
2019-09-18,FB_Sep19,2158,53,15,116.0,0.024399999999999998,0.276,2.21,AW_Sep19,4810,78,7,142.0,0.0163,0.0883,1.81
2019-09-19,FB_Sep19,2958,57,14,86.0,0.0194,0.25239999999999996,1.49,AW_Sep19,4777,78,6,123.0,0.016399999999999998,0.0756,1.58
2019-09-20,FB_Sep19,2322,57,14,48.0,0.024399999999999998,0.2529,0.85,AW_Sep19,4938,44,5,109.0,0.0089,0.1183,2.48
2019-09-21,FB_Sep19,1188,38,9,127.0,0.0317,0.22649999999999998,3.36,AW_Sep19,5430,51,7,137.0,0.009300000000000001,0.12890000000000001,2.7
2019-09-22,FB_Sep19,2971,36,8,118.0,0.0123,0.2275,3.23,AW_Sep19,5534,60,8,144.0,0.0109,0.1331,2.39
2019-09-23,FB_Sep19,2024,34,8,113.0,0.0167,0.2296,3.36,AW_Sep19,4264,78,6,191.0,0.0183,0.0756,2.45
2019-09-24,FB_Sep19,1813,36,12,104.0,0.0196,0.3404,2.92,AW_Sep19,4363,75,9,182.0,0.0173,0.11630000000000001,2.41
2019-09-25,FB_Sep19,3081,47,12,130.0,0.0151,0.2645,2.79,AW_Sep19,4354,58,5,168.0,0.0134,0.0843,2.88
2019-09-26,FB_Sep19,2719,57,16,56.0,0.0208,0.2883,1.0,AW_Sep19,5484,65,8,91.0,0.0118,0.1272,1.4
2019-09-27,FB_Sep19,1665,62,17,71.0,0.0371,0.2809,1.15,AW_Sep19,5190,66,4,153.0,0.0127,0.0652,2.33
2019-09-28,FB_Sep19,1576,30,8,55.0,0.019,0.2667,1.82,AW_Sep19,3961,81,6,125.0,0.0204,0.0748,1.55
2019-09-29,FB_Sep19,2437,61,16,115.0,0.024900000000000002,0.266,1.89,AW_Sep19,3950,38,4,177.0,0.0096,0.1026,4.67
2019-09-30,FB_Sep19,2860,52,14,57.0,0.0181,0.2771,1.1,AW_Sep19,4488,60,6,134.0,0.013300000000000001,0.1001,2.24
2019-10-01,FB_Oct19,2145,62,17,60.0,0.0291,0.2803,0.97,AW_Oct19,5320,53,6,118.0,0.01,0.1063,2.21
2019-10-02,FB_Oct19,3218,56,12,119.0,0.0173,0.21789999999999998,2.14,AW_Oct19,5026,71,7,150.0,0.014199999999999999,0.09210000000000002,2.1
2019-10-03,FB_Oct19,1641,58,16,94.0,0.0356,0.2685,1.62,AW_Oct19,5053,50,7,180.0,0.01,0.1294,3.57
2019-10-04,FB_Oct19,2525,69,19,82.0,0.027200000000000002,0.2727,1.19,AW_Oct19,4484,43,5,92.0,0.0095,0.12029999999999999,2.16
2019-10-05,FB_Oct19,2496,57,13,122.0,0.022799999999999997,0.2352,2.16,AW_Oct19,5098,77,5,95.0,0.0152,0.0629,1.22
2019-10-06,FB_Oct19,1707,25,9,115.0,0.0149,0.3575,4.53,AW_Oct19,5652,40,5,185.0,0.0070999999999999995,0.1247,4.62
2019-10-07,FB_Oct19,2237,35,9,113.0,0.015700000000000002,0.257,3.22,AW_Oct19,3906,70,6,129.0,0.0178,0.09300000000000001,1.85
2019-10-08,FB_Oct19,3106,42,9,48.0,0.0134,0.22399999999999998,1.16,AW_Oct19,4218,71,7,143.0,0.0169,0.092,2.0
2019-10-09,FB_Oct19,2815,55,15,62.0,0.0195,0.2729,1.14,AW_Oct19,4545,66,5,162.0,0.014499999999999999,0.08039999999999999,2.46
2019-10-10,FB_Oct19,1916,36,11,53.0,0.0187,0.3114,1.47,AW_Oct19,4817,80,6,168.0,0.0166,0.075,2.09
2019-10-11,FB_Oct19,1656,28,8,106.0,0.0167,0.2722,3.83,AW_Oct19,4758,43,6,99.0,0.009000000000000001,0.1431,2.31
2019-10-12,FB_Oct19,3055,39,10,57.0,0.0127,0.2514,1.46,AW_Oct19,4744,50,4,82.0,0.0105,0.0902,1.66
2019-10-13,FB_Oct19,2107,36,8,122.0,0.0171,0.2278,3.38,AW_Oct19,5185,89,6,164.0,0.0171,0.0725,1.84
2019-10-14,FB_Oct19,2876,58,13,134.0,0.020099999999999996,0.2173,2.32,AW_Oct19,5002,68,8,104.0,0.0137,0.12300000000000001,1.53
2019-10-15,FB_Oct19,2093,44,11,114.0,0.0212,0.245,2.56,AW_Oct19,5443,52,4,153.0,0.0096,0.0691,2.93
2019-10-16,FB_Oct19,1829,51,12,81.0,0.0277,0.2395,1.61,AW_Oct19,3920,51,8,87.0,0.0131,0.1476,1.7
2019-10-17,FB_Oct19,1268,46,14,51.0,0.0364,0.3085,1.11,AW_Oct19,5167,40,7,104.0,0.0078000000000000005,0.1745,2.58
2019-10-18,FB_Oct19,1291,51,11,124.0,0.039599999999999996,0.21960000000000002,2.43,AW_Oct19,5279,40,3,110.0,0.0076,0.075,2.76
2019-10-19,FB_Oct19,2031,53,13,120.0,0.026000000000000002,0.23800000000000002,2.27,AW_Oct19,3751,50,5,139.0,0.013500000000000002,0.08960000000000001,2.76
2019-10-20,FB_Oct19,2565,49,13,126.0,0.0191,0.2611,2.56,AW_Oct19,3800,65,5,88.0,0.0171,0.0809,1.35
2019-10-21,FB_Oct19,2765,65,16,92.0,0.0236,0.24600000000000002,1.41,AW_Oct19,4981,47,7,109.0,0.0095,0.1555,2.3
2019-10-22,FB_Oct19,1654,63,18,43.0,0.038,0.2796,0.68,AW_Oct19,5566,77,5,74.0,0.0139,0.063,0.96
2019-10-23,FB_Oct19,2006,70,17,99.0,0.0348,0.2429,1.41,AW_Oct19,5283,55,6,99.0,0.0105,0.1042,1.79
2019-10-24,FB_Oct19,2372,43,11,89.0,0.018000000000000002,0.2469,2.09,AW_Oct19,5473,74,6,193.0,0.013500000000000002,0.077,2.6
2019-10-25,FB_Oct19,1932,46,13,84.0,0.024,0.2864,1.82,AW_Oct19,4361,76,8,153.0,0.0175,0.1025,2.01
2019-10-26,FB_Oct19,2905,62,13,124.0,0.0215,0.21600000000000003,1.98,AW_Oct19,5096,52,8,149.0,0.0103,0.1457,2.85
2019-10-27,FB_Oct19,1429,56,12,124.0,0.0395,0.2177,2.2,AW_Oct19,4569,67,7,77.0,0.0147,0.1094,1.14
2019-10-28,FB_Oct19,1618,54,16,126.0,0.0334,0.2924,2.33,AW_Oct19,3770,48,4,144.0,0.0129,0.0913,2.97
2019-10-29,FB_Oct19,1476,34,10,130.0,0.0232,0.2877,3.81,AW_Oct19,4597,63,7,82.0,0.0137,0.11349999999999999,1.3
2019-10-30,FB_Oct19,2399,64,18,70.0,0.0265,0.2786,1.11,AW_Oct19,4576,54,6,179.0,0.011699999999999999,0.106,3.34
2019-10-31,FB_Oct19,2902,64,18,85.0,0.022099999999999998,0.278,1.32,AW_Oct19,4039,38,5,189.0,0.009399999999999999,0.1293,4.99
2019-11-01,FB_Nov19,1642,71,16,48.0,0.0431,0.22829999999999998,0.68,AW_Nov19,4442,75,8,102.0,0.017,0.10300000000000001,1.36
2019-11-02,FB_Nov19,2591,28,10,127.0,0.010700000000000001,0.34490000000000004,4.59,AW_Nov19,3796,73,6,115.0,0.019299999999999998,0.07730000000000001,1.57
2019-11-03,FB_Nov19,1648,39,11,83.0,0.0239,0.2761,2.11,AW_Nov19,4531,52,4,142.0,0.0115,0.0691,2.72
2019-11-04,FB_Nov19,2429,53,13,102.0,0.0217,0.23800000000000002,1.94,AW_Nov19,5122,49,6,97.0,0.0096,0.131,1.95
2019-11-05,FB_Nov19,1739,35,9,95.0,0.020099999999999996,0.25730000000000003,2.72,AW_Nov19,5622,47,3,135.0,0.0083,0.07139999999999999,2.88
2019-11-06,FB_Nov19,2857,46,11,73.0,0.016,0.2439,1.59,AW_Nov19,4832,65,8,166.0,0.0134,0.127,2.56
2019-11-07,FB_Nov19,2722,33,8,69.0,0.012,0.2305,2.1,AW_Nov19,5555,79,9,111.0,0.014199999999999999,0.11320000000000001,1.4
2019-11-08,FB_Nov19,1606,40,11,61.0,0.024900000000000002,0.275,1.53,AW_Nov19,5263,43,5,111.0,0.008199999999999999,0.1199,2.59
2019-11-09,FB_Nov19,1523,38,13,83.0,0.0248,0.3323,2.19,AW_Nov19,4655,58,4,117.0,0.0125,0.06709999999999999,2.0
2019-11-10,FB_Nov19,2297,57,12,135.0,0.024700000000000003,0.21760000000000002,2.38,AW_Nov19,4561,52,4,73.0,0.011399999999999999,0.0692,1.4
2019-11-11,FB_Nov19,2912,65,16,43.0,0.0222,0.2463,0.66,AW_Nov19,5432,44,4,189.0,0.008100000000000001,0.09570000000000001,4.32
2019-11-12,FB_Nov19,1655,61,14,38.0,0.0371,0.23260000000000003,0.61,AW_Nov19,4704,44,4,174.0,0.009300000000000001,0.09570000000000001,3.96
2019-11-13,FB_Nov19,2377,43,11,112.0,0.0181,0.2465,2.61,AW_Nov19,4493,61,5,181.0,0.013500000000000002,0.08289999999999999,2.99
2019-11-14,FB_Nov19,1272,48,12,94.0,0.0373,0.2421,1.99,AW_Nov19,5203,84,6,95.0,0.0161,0.0739,1.13
2019-11-15,FB_Nov19,2725,64,17,88.0,0.0233,0.26289999999999997,1.38,AW_Nov19,3816,53,7,131.0,0.013999999999999999,0.1249,2.46
2019-11-16,FB_Nov19,2339,37,12,106.0,0.0158,0.33549999999999996,2.88,AW_Nov19,4171,60,6,172.0,0.0144,0.1,2.86
2019-11-17,FB_Nov19,1956,51,11,80.0,0.0259,0.21969999999999998,1.59,AW_Nov19,3837,79,8,126.0,0.0206,0.10060000000000001,1.59
2019-11-18,FB_Nov19,2681,59,14,83.0,0.0219,0.23399999999999999,1.41,AW_Nov19,4892,85,8,130.0,0.0174,0.0971,1.53
2019-11-19,FB_Nov19,2919,59,16,103.0,0.0202,0.26780000000000004,1.74,AW_Nov19,5701,74,8,86.0,0.013000000000000001,0.1041,1.16
2019-11-20,FB_Nov19,1404,34,9,91.0,0.0241,0.259,2.68,AW_Nov19,5067,69,5,197.0,0.0137,0.0788,2.84
2019-11-21,FB_Nov19,1455,57,12,76.0,0.0393,0.2175,1.34,AW_Nov19,3825,51,5,114.0,0.0132,0.0895,2.25
2019-11-22,FB_Nov19,2134,36,10,72.0,0.0166,0.2845,2.04,AW_Nov19,4358,51,6,187.0,0.0118,0.10830000000000001,3.63
2019-11-23,FB_Nov19,2523,57,16,125.0,0.0225,0.28800000000000003,2.19,AW_Nov19,4019,81,8,87.0,0.0202,0.0993,1.07
2019-11-24,FB_Nov19,3000,55,16,60.0,0.018500000000000003,0.2903,1.09,AW_Nov19,5525,70,7,142.0,0.0126,0.1075,2.03
2019-11-25,FB_Nov19,2489,32,8,59.0,0.0129,0.2621,1.82,AW_Nov19,5011,58,5,128.0,0.0116,0.08449999999999999,2.21
2019-11-26,FB_Nov19,1936,56,12,142.0,0.028900000000000002,0.21789999999999998,2.53,AW_Nov19,4646,77,5,187.0,0.0166,0.063,2.42
2019-11-27,FB_Nov19,1960,68,15,109.0,0.0345,0.2148,1.61,AW_Nov19,4721,58,8,162.0,0.0123,0.136,2.79
2019-11-28,FB_Nov19,2821,49,11,55.0,0.0175,0.22030000000000002,1.12,AW_Nov19,4151,46,3,119.0,0.011000000000000001,0.0719,2.6
2019-11-29,FB_Nov19,2040,40,11,64.0,0.019799999999999998,0.2743,1.59,AW_Nov19,5211,41,7,159.0,0.0078000000000000005,0.1724,3.89
2019-11-30,FB_Nov19,2114,56,13,71.0,0.026699999999999998,0.23550000000000001,1.26,AW_Nov19,4983,68,5,103.0,0.013600000000000001,0.0796,1.52
2019-12-01,FB_Dec19,1669,59,17,66.0,0.0351,0.28550000000000003,1.14,AW_Dec19,4597,67,5,166.0,0.014499999999999999,0.08,2.49
2019-12-02,FB_Dec19,2770,37,11,99.0,0.0132,0.309,2.71,AW_Dec19,4870,45,3,131.0,0.009300000000000001,0.07200000000000001,2.88
2019-12-03,FB_Dec19,2496,67,18,99.0,0.0268,0.2747,1.47,AW_Dec19,5171,42,6,92.0,0.008100000000000001,0.146,2.21
2019-12-04,FB_Dec19,2428,36,9,142.0,0.0149,0.2552,3.92,AW_Dec19,4823,50,5,112.0,0.0104,0.0898,2.23
2019-12-05,FB_Dec19,1686,33,8,112.0,0.0195,0.2304,3.4,AW_Dec19,5370,75,9,82.0,0.0139,0.11710000000000001,1.1
2019-12-06,FB_Dec19,2314,37,10,52.0,0.0158,0.282,1.43,AW_Dec19,4406,59,6,98.0,0.0134,0.1008,1.66
2019-12-07,FB_Dec19,2386,45,12,126.0,0.019,0.2661,2.76,AW_Dec19,5321,70,5,135.0,0.0132,0.0643,1.93
2019-12-08,FB_Dec19,2675,67,15,117.0,0.024900000000000002,0.23,1.76,AW_Dec19,4837,44,3,177.0,0.009000000000000001,0.0729,4.04
2019-12-09,FB_Dec19,2874,36,9,121.0,0.0124,0.256,3.38,AW_Dec19,4022,85,7,186.0,0.021099999999999997,0.08529999999999999,2.19
2019-12-10,FB_Dec19,1556,67,14,102.0,0.0433,0.2148,1.51,AW_Dec19,4718,31,4,139.0,0.0066,0.11410000000000001,4.46
2019-12-11,FB_Dec19,2281,61,15,60.0,0.026699999999999998,0.2492,0.98,AW_Dec19,5335,50,5,148.0,0.009300000000000001,0.1104,2.97
2019-12-12,FB_Dec19,1419,53,13,56.0,0.037000000000000005,0.23809999999999998,1.06,AW_Dec19,5167,54,4,145.0,0.0105,0.06849999999999999,2.68
2019-12-13,FB_Dec19,1213,64,14,142.0,0.0529,0.21559999999999999,2.21,AW_Dec19,5190,55,7,148.0,0.0106,0.1225,2.68
2019-12-14,FB_Dec19,1140,46,13,46.0,0.039900000000000005,0.2879,1.0,AW_Dec19,4786,59,5,97.0,0.0123,0.084,1.65
2019-12-15,FB_Dec19,2247,45,11,129.0,0.02,0.2444,2.86,AW_Dec19,5500,77,5,101.0,0.013999999999999999,0.063,1.31
2019-12-16,FB_Dec19,2930,72,16,124.0,0.0246,0.22769999999999999,1.72,AW_Dec19,4089,89,5,118.0,0.0217,0.0613,1.33
2019-12-17,FB_Dec19,3060,40,11,84.0,0.0131,0.2746,2.08,AW_Dec19,5468,64,6,166.0,0.011699999999999999,0.09699999999999999,2.59
2019-12-18,FB_Dec19,2030,54,13,122.0,0.0268,0.2368,2.25,AW_Dec19,5461,57,5,130.0,0.0105,0.0849,2.27
2019-12-19,FB_Dec19,3116,58,13,135.0,0.0187,0.21719999999999998,2.31,AW_Dec19,4993,74,7,150.0,0.0149,0.09050000000000001,2.02
2019-12-20,FB_Dec19,2478,39,12,50.0,0.0155,0.3039,1.31,AW_Dec19,5760,59,7,129.0,0.0103,0.1176,2.17
2019-12-21,FB_Dec19,2146,62,13,83.0,0.0288,0.2162,1.34,AW_Dec19,5210,41,3,136.0,0.0079,0.0742,3.3
2019-12-22,FB_Dec19,2448,73,18,134.0,0.0298,0.2412,1.84,AW_Dec19,4462,64,8,86.0,0.0143,0.1282,1.35
2019-12-23,FB_Dec19,2759,48,12,139.0,0.0174,0.2418,2.89,AW_Dec19,4581,45,3,80.0,0.0098,0.0722,1.78
2019-12-24,FB_Dec19,2031,63,17,87.0,0.031,0.2635,1.38,AW_Dec19,4235,34,6,108.0,0.008100000000000001,0.1668,3.16
2019-12-25,FB_Dec19,2386,63,18,77.0,0.0264,0.27949999999999997,1.22,AW_Dec19,5018,77,5,146.0,0.0154,0.0629,1.88
2019-12-26,FB_Dec19,1338,33,12,119.0,0.0248,0.3506,3.6,AW_Dec19,4758,38,7,91.0,0.008,0.1809,2.37
2019-12-27,FB_Dec19,3240,51,13,63.0,0.015700000000000002,0.2589,1.24,AW_Dec19,5332,72,9,76.0,0.013500000000000002,0.1192,1.06
2019-12-28,FB_Dec19,1510,69,18,97.0,0.0455,0.2582,1.42,AW_Dec19,3887,49,6,121.0,0.0127,0.131,2.46
2019-12-29,FB_Dec19,2918,44,13,49.0,0.015,0.29109999999999997,1.11,AW_Dec19,5327,62,6,128.0,0.0116,0.09849999999999999,2.08
2019-12-30,FB_Dec19,2212,37,8,102.0,0.0168,0.22699999999999998,2.75,AW_Dec19,4020,71,6,119.0,0.0176,0.0783,1.68
2019-12-31,FB_Dec19,1470,60,17,99.0,0.0406,0.2838,1.65,AW_Dec19,4592,47,6,86.0,0.0101,0.136,1.85
